strategy,dataset,model,test_type,result_type,metrics_file,mIoU,mAcc,aAcc,fwIoU,timestamp,has_per_domain,has_per_class
gen_stargan_v2,outside15k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_stargan_v2/outside15k/deeplabv3plus_r50/test_results/test/metrics.json,59.51,69.11,87.73,79.48999786376953,1767719606.8998559,False,False
gen_stargan_v2,outside15k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_stargan_v2/outside15k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,55.23,66.42,84.95,75.52999877929688,1767719606.9343984,False,False
gen_stargan_v2,outside15k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_stargan_v2/outside15k/pspnet_r50/test_results/test/metrics.json,62.66,71.97,88.43,80.7699966430664,1767719606.9637237,False,False
gen_stargan_v2,outside15k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_stargan_v2/outside15k/pspnet_r50_clear_day/test_results/test/metrics.json,61.44,70.29,87.7,79.25,1767719606.9938974,False,False
gen_stargan_v2,outside15k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_stargan_v2/outside15k/segformer_mit-b5/test_results/test/metrics.json,75.34,83.79,92.89,87.26000213623047,1767719607.0267775,False,False
gen_stargan_v2,outside15k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_stargan_v2/outside15k/segformer_mit-b5_clear_day/test_results/test/metrics.json,74.41,83.15,92.15,85.98999786376953,1767719607.0662615,False,False
gen_step1x_new,bdd10k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/bdd10k/deeplabv3plus_r50/test_results/test/metrics.json,51.26,56.14,96.66,93.69999694824219,1767719607.281412,False,False
gen_step1x_new,bdd10k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/bdd10k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,53.88,59.35,96.76,93.93000030517578,1767719607.3124993,False,False
gen_step1x_new,bdd10k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/bdd10k/pspnet_r50/test_results/test/metrics.json,56.27,60.02,97.06,94.37999725341797,1767719607.3430347,False,False
gen_step1x_new,bdd10k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/bdd10k/pspnet_r50_clear_day/test_results/test/metrics.json,54.39,58.76,96.83,94.0,1767719607.3658097,False,False
gen_step1x_new,bdd10k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/bdd10k/segformer_mit-b5/test_results/test/metrics.json,66.9,70.59,97.65,95.47000122070312,1767719607.3954937,False,False
gen_step1x_new,bdd10k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/bdd10k/segformer_mit-b5_clear_day/test_results/test/metrics.json,62.87,66.78,97.49,95.19000244140625,1767719607.4240546,False,False
gen_step1x_new,idd-aw,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/idd-aw/deeplabv3plus_r50/test_results/test/metrics.json,72.96,78.15,98.2,96.6500015258789,1767719607.4513812,False,False
gen_step1x_new,idd-aw,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/idd-aw/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,71.48,76.48,97.94,96.13999938964844,1767719607.4871602,False,False
gen_step1x_new,idd-aw,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/idd-aw/pspnet_r50/test_results/test/metrics.json,75.6,80.73,98.33,96.87999725341797,1767719607.5241556,False,False
gen_step1x_new,idd-aw,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/idd-aw/pspnet_r50_clear_day/test_results/test/metrics.json,73.44,78.67,98.01,96.2699966430664,1767719607.558073,False,False
gen_step1x_new,idd-aw,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/idd-aw/segformer_mit-b5/test_results/test/metrics.json,85.46,90.82,98.76,97.66999816894531,1767719607.5866406,False,False
gen_step1x_new,idd-aw,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/idd-aw/segformer_mit-b5_clear_day/test_results/test/metrics.json,80.13,85.85,98.45,97.08999633789062,1767719607.617674,False,False
gen_step1x_new,mapillaryvistas,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/mapillaryvistas/deeplabv3plus_r50/test_results/test/metrics.json,29.8,46.46,60.95,43.66999816894531,1767719607.6499398,False,False
gen_step1x_new,mapillaryvistas,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/mapillaryvistas/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,27.76,41.42,58.47,42.189998626708984,1767719607.6754916,False,False
gen_step1x_new,mapillaryvistas,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/mapillaryvistas/pspnet_r50/test_results/test/metrics.json,28.72,46.31,59.47,41.58000183105469,1767719607.708641,False,False
gen_step1x_new,mapillaryvistas,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/mapillaryvistas/pspnet_r50_clear_day/test_results/test/metrics.json,33.4,47.98,66.08,49.95000076293945,1767719607.7333062,False,False
gen_step1x_new,mapillaryvistas,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/mapillaryvistas/segformer_mit-b5/test_results/test/metrics.json,66.73,71.52,94.24,89.37999725341797,1767719607.7581213,False,False
gen_step1x_new,mapillaryvistas,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/mapillaryvistas/segformer_mit-b5_clear_day/test_results/test/metrics.json,69.04,73.87,94.29,89.38999938964844,1767719607.7924812,False,False
gen_step1x_new,outside15k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/outside15k/deeplabv3plus_r50/test_results/test/metrics.json,56.82,67.34,86.76,78.05999755859375,1767719607.8194778,False,False
gen_step1x_new,outside15k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/outside15k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,56.89,66.75,85.61,76.4800033569336,1767719607.844222,False,False
gen_step1x_new,outside15k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/outside15k/pspnet_r50/test_results/test/metrics.json,65.3,74.5,89.43,82.16999816894531,1767719607.873618,False,False
gen_step1x_new,outside15k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/outside15k/pspnet_r50_clear_day/test_results/test/metrics.json,63.95,73.36,88.64,80.72000122070312,1767719607.8983953,False,False
gen_step1x_new,outside15k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/outside15k/segformer_mit-b5/test_results/test/metrics.json,75.77,84.48,92.91,87.29000091552734,1767719607.926801,False,False
gen_step1x_new,outside15k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/gen_step1x_new/outside15k/segformer_mit-b5_clear_day/test_results/test/metrics.json,74.05,82.77,92.12,85.91999816894531,1767719607.9590335,False,False
photometric_distort,bdd10k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/bdd10k/deeplabv3plus_r50/test_results/test/metrics.json,50.19,54.85,96.3,93.02999877929688,1767719608.606393,False,False
photometric_distort,bdd10k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/bdd10k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,48.73,53.53,96.3,93.0999984741211,1767719608.6356084,False,False
photometric_distort,bdd10k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/bdd10k/pspnet_r50/test_results/test/metrics.json,57.78,61.54,97.18,94.5999984741211,1767719608.670088,False,False
photometric_distort,bdd10k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/bdd10k/pspnet_r50_clear_day/test_results/test/metrics.json,55.5,60.34,96.93,94.19999694824219,1767719608.7017827,False,False
photometric_distort,bdd10k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/bdd10k/segformer_mit-b5/test_results/test/metrics.json,66.18,69.7,97.59,95.36000061035156,1767719608.7327588,False,False
photometric_distort,bdd10k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/bdd10k/segformer_mit-b5_clear_day/test_results/test/metrics.json,63.82,67.85,97.47,95.1500015258789,1767719608.7657719,False,False
photometric_distort,idd-aw,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/idd-aw/deeplabv3plus_r50/test_results/test/metrics.json,73.08,78.3,98.24,96.7300033569336,1767719608.8007047,False,False
photometric_distort,idd-aw,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/idd-aw/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,71.78,77.41,97.93,96.1500015258789,1767719608.8298268,False,False
photometric_distort,idd-aw,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/idd-aw/pspnet_r50/test_results/test/metrics.json,76.19,81.33,98.32,96.87000274658203,1767719608.865058,False,False
photometric_distort,idd-aw,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/idd-aw/pspnet_r50_clear_day/test_results/test/metrics.json,72.8,78.12,97.91,96.0999984741211,1767719608.898873,False,False
photometric_distort,idd-aw,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/idd-aw/segformer_mit-b5/test_results/test/metrics.json,84.49,90.02,98.7,97.55999755859375,1767719608.9300902,False,False
photometric_distort,idd-aw,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/idd-aw/segformer_mit-b5_clear_day/test_results/test/metrics.json,78.53,83.62,98.45,97.08000183105469,1767719608.9599798,False,False
photometric_distort,mapillaryvistas,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/mapillaryvistas/deeplabv3plus_r50/test_results/test/metrics.json,30.48,42.14,63.95,47.84000015258789,1767719608.997994,False,False
photometric_distort,mapillaryvistas,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/mapillaryvistas/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,25.25,35.72,62.62,43.68000030517578,1767719609.0198557,False,False
photometric_distort,mapillaryvistas,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/mapillaryvistas/pspnet_r50/test_results/test/metrics.json,31.86,44.82,64.67,48.790000915527344,1767719609.057303,False,False
photometric_distort,mapillaryvistas,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/mapillaryvistas/pspnet_r50_clear_day/test_results/test/metrics.json,31.57,47.84,63.4,46.529998779296875,1767719609.0982275,False,False
photometric_distort,mapillaryvistas,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/mapillaryvistas/segformer_mit-b5/test_results/test/metrics.json,68.5,73.0,94.98,90.72000122070312,1767719609.1354747,False,False
photometric_distort,mapillaryvistas,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/mapillaryvistas/segformer_mit-b5_clear_day/test_results/test/metrics.json,64.65,69.69,93.67,88.45999908447266,1767719609.1741061,False,False
photometric_distort,outside15k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/outside15k/deeplabv3plus_r50/test_results/test/metrics.json,58.51,68.72,87.49,79.2300033569336,1767719609.209737,False,False
photometric_distort,outside15k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/outside15k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,57.51,68.28,86.03,77.11000061035156,1767719609.2466593,False,False
photometric_distort,outside15k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/outside15k/pspnet_r50/test_results/test/metrics.json,65.31,74.21,89.86,82.79000091552734,1767719609.2874947,False,False
photometric_distort,outside15k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/outside15k/pspnet_r50_clear_day/test_results/test/metrics.json,61.72,71.53,87.35,78.93000030517578,1767719609.3183756,False,False
photometric_distort,outside15k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/outside15k/segformer_mit-b5/test_results/test/metrics.json,75.27,84.34,92.67,86.94000244140625,1767719609.352314,False,False
photometric_distort,outside15k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/photometric_distort/outside15k/segformer_mit-b5_clear_day/test_results/test/metrics.json,74.06,83.0,92.06,85.83000183105469,1767719609.3836884,False,False
std_autoaugment,bdd10k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/bdd10k/deeplabv3plus_r50/test_results/test/metrics.json,50.07,54.71,96.51,93.45999908447266,1767719609.6367993,False,False
std_autoaugment,bdd10k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/bdd10k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,51.34,57.81,96.4,93.36000061035156,1767719609.6799383,False,False
std_autoaugment,bdd10k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/bdd10k/pspnet_r50/test_results/test/metrics.json,58.61,62.34,97.29,94.80000305175781,1767719609.7180984,False,False
std_autoaugment,bdd10k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/bdd10k/pspnet_r50_clear_day/test_results/test/metrics.json,55.8,61.17,96.85,94.05999755859375,1767719609.7670875,False,False
std_autoaugment,bdd10k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/bdd10k/segformer_mit-b5/test_results/test/metrics.json,65.23,68.87,97.55,95.27999877929688,1767719609.802695,False,False
std_autoaugment,bdd10k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/bdd10k/segformer_mit-b5_clear_day/test_results/test/metrics.json,62.34,66.35,97.4,95.0199966430664,1767719609.8411942,False,False
std_autoaugment,idd-aw,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/idd-aw/deeplabv3plus_r50/test_results/test/metrics.json,70.96,76.69,97.92,96.16999816894531,1767719609.8720293,False,False
std_autoaugment,idd-aw,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/idd-aw/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,71.18,76.26,97.91,96.08999633789062,1767719609.9071834,False,False
std_autoaugment,idd-aw,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/idd-aw/pspnet_r50/test_results/test/metrics.json,75.65,80.76,98.35,96.91999816894531,1767719609.939801,False,False
std_autoaugment,idd-aw,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/idd-aw/pspnet_r50_clear_day/test_results/test/metrics.json,73.33,78.67,97.85,95.95999908447266,1767719609.9842086,False,False
std_autoaugment,idd-aw,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/idd-aw/segformer_mit-b5/test_results/test/metrics.json,85.24,90.58,98.77,97.69000244140625,1767719610.0169106,False,False
std_autoaugment,idd-aw,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/idd-aw/segformer_mit-b5_clear_day/test_results/test/metrics.json,79.68,85.11,98.47,97.12999725341797,1767719610.062157,False,False
std_autoaugment,mapillaryvistas,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/mapillaryvistas/deeplabv3plus_r50/test_results/test/metrics.json,24.46,35.05,56.88,40.34000015258789,1767719610.0929735,False,False
std_autoaugment,mapillaryvistas,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/mapillaryvistas/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,30.01,43.86,61.69,45.36000061035156,1767719610.1300876,False,False
std_autoaugment,mapillaryvistas,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/mapillaryvistas/pspnet_r50/test_results/test/metrics.json,29.01,46.55,59.88,42.040000915527344,1767719610.1624517,False,False
std_autoaugment,mapillaryvistas,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/mapillaryvistas/pspnet_r50_clear_day/test_results/test/metrics.json,33.69,48.32,66.44,50.47999954223633,1767719610.1953633,False,False
std_autoaugment,mapillaryvistas,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/mapillaryvistas/segformer_mit-b5/test_results/test/metrics.json,65.44,70.78,93.54,88.2300033569336,1767719610.2270603,False,False
std_autoaugment,mapillaryvistas,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/mapillaryvistas/segformer_mit-b5_clear_day/test_results/test/metrics.json,66.28,71.85,93.31,87.79000091552734,1767719610.25835,False,False
std_autoaugment,outside15k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/outside15k/deeplabv3plus_r50/test_results/test/metrics.json,55.8,66.59,86.14,77.30999755859375,1767719610.2871046,False,False
std_autoaugment,outside15k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/outside15k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,54.63,65.27,85.05,75.55999755859375,1767719610.3163357,False,False
std_autoaugment,outside15k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/outside15k/pspnet_r50/test_results/test/metrics.json,59.99,69.65,87.27,79.22000122070312,1767719610.3532727,False,False
std_autoaugment,outside15k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/outside15k/pspnet_r50_clear_day/test_results/test/metrics.json,63.75,72.49,88.6,80.55000305175781,1767719610.391505,False,False
std_autoaugment,outside15k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/outside15k/segformer_mit-b5/test_results/test/metrics.json,75.27,83.7,92.87,87.19000244140625,1767719610.4220679,False,False
std_autoaugment,outside15k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_autoaugment/outside15k/segformer_mit-b5_clear_day/test_results/test/metrics.json,74.25,83.13,92.17,86.04000091552734,1767719610.463656,False,False
std_cutmix,bdd10k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/bdd10k/deeplabv3plus_r50/test_results/test/metrics.json,50.04,55.17,96.49,93.44000244140625,1767719611.2228081,False,False
std_cutmix,bdd10k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/bdd10k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,47.88,52.6,96.15,92.86000061035156,1767719611.272653,False,False
std_cutmix,bdd10k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/bdd10k/pspnet_r50/test_results/test/metrics.json,57.49,61.3,97.19,94.62999725341797,1767719611.3068497,False,False
std_cutmix,bdd10k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/bdd10k/pspnet_r50_clear_day/test_results/test/metrics.json,54.91,59.41,96.85,94.05000305175781,1767719611.3517275,False,False
std_cutmix,bdd10k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/bdd10k/segformer_mit-b5/test_results/test/metrics.json,64.55,68.21,97.59,95.36000061035156,1767719611.3834236,False,False
std_cutmix,bdd10k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/bdd10k/segformer_mit-b5_clear_day/test_results/test/metrics.json,61.56,65.43,97.42,95.04000091552734,1767719611.4420025,False,False
std_cutmix,idd-aw,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/idd-aw/deeplabv3plus_r50/test_results/test/metrics.json,73.53,78.72,98.29,96.80999755859375,1767719611.4823747,False,False
std_cutmix,idd-aw,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/idd-aw/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,70.8,76.08,97.87,96.04000091552734,1767719611.5338678,False,False
std_cutmix,idd-aw,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/idd-aw/pspnet_r50/test_results/test/metrics.json,77.47,82.63,98.39,97.0,1767719611.574095,False,False
std_cutmix,idd-aw,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/idd-aw/pspnet_r50_clear_day/test_results/test/metrics.json,72.99,78.16,97.98,96.22000122070312,1767719611.6252923,False,False
std_cutmix,idd-aw,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/idd-aw/segformer_mit-b5/test_results/test/metrics.json,85.55,90.9,98.77,97.68000030517578,1767719611.658489,False,False
std_cutmix,idd-aw,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/idd-aw/segformer_mit-b5_clear_day/test_results/test/metrics.json,78.98,84.17,98.48,97.1500015258789,1767719611.7075803,False,False
std_cutmix,mapillaryvistas,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/mapillaryvistas/deeplabv3plus_r50/test_results/test/metrics.json,28.6,43.47,59.37,42.68000030517578,1767719611.7452488,False,False
std_cutmix,mapillaryvistas,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/mapillaryvistas/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,23.19,38.37,50.93,34.119998931884766,1767719611.7940388,False,False
std_cutmix,mapillaryvistas,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/mapillaryvistas/pspnet_r50/test_results/test/metrics.json,29.85,47.09,61.04,43.470001220703125,1767719611.8272505,False,False
std_cutmix,mapillaryvistas,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/mapillaryvistas/pspnet_r50_clear_day/test_results/test/metrics.json,35.01,47.42,68.72,53.310001373291016,1767719611.8692813,False,False
std_cutmix,mapillaryvistas,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/mapillaryvistas/segformer_mit-b5/test_results/test/metrics.json,67.92,72.55,94.62,90.05000305175781,1767719611.8970196,False,False
std_cutmix,mapillaryvistas,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/mapillaryvistas/segformer_mit-b5_clear_day/test_results/test/metrics.json,68.56,73.18,94.54,89.87000274658203,1767719611.9379287,False,False
std_cutmix,outside15k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/outside15k/deeplabv3plus_r50/test_results/test/metrics.json,55.37,66.28,86.0,77.12000274658203,1767719611.9729571,False,False
std_cutmix,outside15k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/outside15k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,55.53,66.31,85.32,75.98999786376953,1767719612.017459,False,False
std_cutmix,outside15k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/outside15k/pspnet_r50/test_results/test/metrics.json,64.75,73.57,89.59,82.51000213623047,1767719612.063072,False,False
std_cutmix,outside15k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/outside15k/pspnet_r50_clear_day/test_results/test/metrics.json,62.71,71.38,88.06,79.76000213623047,1767719612.108394,False,False
std_cutmix,outside15k,segformer_mit-b5,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/outside15k/segformer_mit-b5/test_results/test/metrics.json,76.14,84.74,93.07,87.5,1767719612.1364439,False,False
std_cutmix,outside15k,segformer_mit-b5_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_cutmix/outside15k/segformer_mit-b5_clear_day/test_results/test/metrics.json,73.5,82.44,91.82,85.45999908447266,1767719612.1826873,False,False
std_mixup,bdd10k,deeplabv3plus_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/bdd10k/deeplabv3plus_r50/test_results/test/metrics.json,53.59,58.57,96.69,93.73999786376953,1767719612.445315,False,False
std_mixup,bdd10k,deeplabv3plus_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/bdd10k/deeplabv3plus_r50_clear_day/test_results/test/metrics.json,48.5,52.98,96.21,92.93000030517578,1767719612.488335,False,False
std_mixup,bdd10k,pspnet_r50,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/bdd10k/pspnet_r50/test_results/test/metrics.json,57.86,61.68,97.14,94.52999877929688,1767719612.5159833,False,False
std_mixup,bdd10k,pspnet_r50_clear_day,test_results,basic,/scratch/aaa_exchange/AWARE/WEIGHTS/std_mixup/bdd10k/pspnet_r50_clear_day/test_results/test/metrics.json,55.53,59.86,96.93,94.18000030517578,1767719612.5561943,False,False
